Year  ✓  Movie                                                                                               Source              
1941     Main Street On The March!                                                                           Oscar               
1941     Lend A Paw                                                                                          Oscar               
1941     I Wanted Wings                                                                                      Oscar               
1942  ✓  Yankee Doodle Dandy                                                                                 Oscar               
1942  ✓  Mrs. Miniver                                                                                        Oscar               
1942     Now, Voyager                                                                                        Oscar               
1942     49th Parallel                                                                                       Oscar               
1942  ✓  Johnny Eager                                                                                        Oscar               
1942     Woman Of The Year                                                                                   Oscar               
1942     Random Harvest                                                                                      Oscar               
1942     The Pied Piper                                                                                      Oscar               
1942     The Pride Of The Yankees                                                                            Oscar               
1942  ✓  The Magnificent Ambersons                                                                           Oscar               
1942     The Shanghai Gesture                                                                                Oscar               
1942     Silver Queen                                                                                        Oscar               
1942     Take A Letter, Darling                                                                              Oscar               
1942     The Talk Of The Town                                                                                Oscar               
1942     My Gal Sal                                                                                          Oscar               
1942  ✓  Arabian Nights                                                                                      Oscar               
1942     Jungle Book                                                                                         Oscar               
1942  ✓  Kings Row                                                                                           Oscar               
1942  ✓  The Black Swan                                                                                      Oscar               
1942     Wake Island                                                                                         Oscar               
1942  ✓  Holiday Inn                                                                                         Oscar               
1942  ✓  Bambi                                                                                               Oscar               
1942     The Corsican Brothers                                                                               Oscar               
1942  ✓  Flying Tigers                                                                                       Oscar               
1942     The Gold Rush                                                                                       Oscar               
1942     I Married A Witch                                                                                   Oscar               
1942     Joan Of Paris                                                                                       Oscar               
1942     Klondike Fury                                                                                       Oscar               
1942  ✓  To Be Or Not To Be                                                                                  Oscar               
1942     Flying With Music                                                                                   Oscar               
1942     For Me And My Gal                                                                                   Oscar               
1942     It Started With Eve                                                                                 Oscar               
1942     Johnny Doughboy                                                                                     Oscar               
1942     You Were Never Lovelier                                                                             Oscar               
1942     The Pride Of The Yankees, Lou Gehrig                                                                Oscar               
1942     My Sister Eileen                                                                                    Oscar               
1942     Wake Island, Private                                                                                Oscar               
1942  ✓  Tortilla Flat                                                                                       Oscar               
1942     One Of Our Aircraft Is Missing                                                                      Oscar               
1942     Road To Morocco                                                                                     Oscar               
1942     The War Against Mrs. Hadley                                                                         Oscar               
1942     This Above All                                                                                      Oscar               
1942  ✓  Reap The Wild Wind                                                                                  Oscar               
1942     The Battle Of Midway                                                                                Oscar               
1942     Speaking Of Animals And Their Families                                                              Oscar               
1942     Beyond The Line Of Duty                                                                             Oscar               
1942     Der Fuehrer's Face                                                                                  Oscar               
1943  ✓  Casablanca                                                                                          Oscar               
1943     The Human Comedy                                                                                    Oscar               
1943     The Song Of Bernadette                                                                              Oscar               
1943     This Is The Army                                                                                    Oscar               
1943     Watch On The Rhine                                                                                  Oscar               
1943  ✓  For Whom The Bell Tolls                                                                             Oscar               
1943     The More The Merrier                                                                                Oscar               
1943     Princess O'Rourke                                                                                   Oscar               
1943     Madame Curie                                                                                        Oscar               
1943     The North Star                                                                                      Oscar               
1943     Phantom Of The Opera                                                                                Oscar               
1943     Thousands Cheer                                                                                     Oscar               
1943  ✓  Heaven Can Wait                                                                                     Oscar               
1943  ✓  Action In The North Atlantic                                                                        Oscar               
1943  ✓  Destination Tokyo                                                                                   Oscar               
1943  ✓  Shadow Of A Doubt                                                                                   Oscar               
1943     In Which We Serve                                                                                   Oscar               
1943     The Amazing Mrs. Holliday                                                                           Oscar               
1943     Commandos Strike At Dawn                                                                            Oscar               
1943     The Fallen Sparrow                                                                                  Oscar               
1943     Hangmen Also Die!                                                                                   Oscar               
1943     Hi Diddle Diddle                                                                                    Oscar               
1943     In Old Oklahoma                                                                                     Oscar               
1943  ✓  Johnny Come Lately                                                                                  Oscar               
1943     The Kansan                                                                                          Oscar               
1943     Lady Of Burlesque                                                                                   Oscar               
1943     The Moon And Sixpence                                                                               Oscar               
1943     Victory Through Air Power                                                                           Oscar               
1943     Coney Island                                                                                        Oscar               
